GLON GLAT VLSR a b pa d_VLSR p_far cos_pa sin_pa aa bb Dist_lit KDA f_avg ID in_grs
38.9077 -0.1522 58.3600 0.0047 0.0028 172 3.3200 -0.5 -0.9902680687415703 0.13917310096006574 2.1674197530864203e-05 7.964938271604938e-06 3.92 N 1 5955 1
38.9691 -0.0758 16.8900 0.0070 0.0030 204 3.3200 -0.5 -0.9135454576426009 -0.4067366430758002 4.903889660493827e-05 9.01667438271605e-06 1.13 N 1 5963 1
39.0526 0.2171 7.1100 0.0023 0.0017 206 3.3200 0.5 -0.8987940462991669 -0.43837114678907746 5.33481674382716e-06 2.8711419753086417e-06 12.8 F 1 5966 1
39.1815 -0.2465 58.7600 0.0027 0.0023 215 3.3200 0.5 -0.8191520442889917 -0.5735764363510462 7.2900000000000005e-06 5.2644753086419755e-06 9.22 F 1 5969 1
39.5292 -0.1971 51.5300 0.0028 0.0020 182 3.3200 -0.5 -0.9993908270190958 -0.03489949670250089 7.770156250000001e-06 4e-06 3.47 N 1 5988 1
39.6836 -0.1537 51.3200 0.0035 0.0027 244 3.3200 -0.5 -0.43837114678907774 -0.8987940462991668 1.2162656249999998e-05 7.275007716049384e-06 3.46 N 1 6000 1
39.9026 -0.0786 73.4300 0.0029 0.0022 206 3.3200 0.5 -0.8987940462991669 -0.43837114678907746 8.305603780864198e-06 4.8890123456790124e-06 7.71 F 1 6007 1
39.9175 -0.3708 59.4000 0.0053 0.0040 177 3.3200 0.5 -0.9986295347545738 0.05233595624294425 2.8266944444444444e-05 1.585588155864198e-05 8.99 F 1 6010 1
39.9563 -0.1447 57.4900 0.0022 0.0013 181 3.3200 0.5 -0.9998476951563913 -0.017452406437283192 5.056251929012347e-06 1.7482716049382717e-06 9.12 F 1 6013 1
40.0686 0.1765 9.2900 0.0045 0.0026 95 3.3200 0.5 -0.08715574274765801 0.9961946980917455 2.0187548225308644e-05 6.695156249999999e-06 12.45 F 1 6015 1
40.2191 -0.0282 9.8100 0.0034 0.0023 166 3.3200 0.5 -0.9702957262759965 0.24192189559966773 1.1222500000000001e-05 5.2581037808641975e-06 12.38 F 1 6020 1
40.6006 -0.0976 65.1100 0.0035 0.0018 203 3.3200 -0.5 -0.9205048534524404 -0.39073112848927355 1.2425625e-05 3.2350019290123456e-06 4.58 N 1 6028 1
40.7407 0.1620 16.2900 0.0023 0.0019 220 3.3200 -0.5 -0.7660444431189781 -0.6427876096865393 5.483402777777776e-06 3.7700694444444444e-06 1.08 N 1 6031 1
41.1489 -0.0780 49.0300 0.0031 0.0022 254 3.3200 -0.5 -0.2756373558169997 -0.9612616959383187 9.395927854938272e-06 4.797316743827159e-06 3.35 N 1 6048 1
41.5107 -0.1092 63.4800 0.0026 0.0014 173 3.3200 -0.5 -0.992546151641322 0.12186934340514755 6.934444444444445e-06 1.8982716049382713e-06 4.53 N 1 6071 1
41.7283 -0.2490 70.2800 0.0042 0.0019 172 3.3200 -0.5 -0.9902680687415703 0.13917310096006574 1.7663341049382722e-05 3.6949382716049386e-06 5.38 N 1 6080 1
41.7302 -0.2413 70.5900 0.0023 0.0013 160 3.3200 -0.5 -0.9396926207859083 0.3420201433256689 5.2390123456790125e-06 1.6972299382716053e-06 5.44 N 1 6081 1
41.7614 -0.0580 26.5000 0.0032 0.0019 231 3.3200 -0.5 -0.6293203910498378 -0.7771459614569706 1.0284492669753088e-05 3.5731500771604933e-06 1.8 N 1 6083 1
41.8825 0.4710 20.5500 0.0029 0.0018 264 3.3200 0.5 -0.10452846326765423 -0.9945218953682733 8.66157600308642e-06 3.250007716049383e-06 11.28 F 1 6086 1
41.8815 0.4909 21.1900 0.0028 0.0021 173 3.3200 0.5 -0.992546151641322 0.12186934340514755 7.754677854938273e-06 4.480277777777779e-06 11.23 F 1 6087 1
42.0973 0.3549 20.7600 0.0039 0.0027 261 3.3200 -0.5 -0.15643446504023106 -0.9876883405951377 1.4940372299382713e-05 7.088906250000002e-06 1.39 N 1 6096 1
